FID,plot,other_name,gradient,park,project,SU,strata_LC,strata_GD,Observ1,Observ2,Observ3,elev,slope,inc_radiat,heat_loa,aspect,tree,subshrub,shrub,forb,gram,bryo,lichen,soil,duff,rock,water,richness,succ_p,succ_a,height,tissue,comment,lat,long,GPS_accur,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Height,Vert_Prec,Horz_Prec,Std_Dev,vascular,topo,HUC,Ecoreg_1,Ecoreg_2,Ecoreg_3,Eco_veg,Dep_type,Dep_Name,SecEcoR,Section,Subsect,Lithol,Physiogr,Limest,Beikman,Calcar,arcn_20100,arcn_20101,arcn_20102,arcn_20103,arcn_20104,arcn_20105,arcn_20106
319,SE-3c, ,1,3,NOAT-E,Lplot,Low birch/Ericaceous,SE-block,Emily A Holt,Amanda Hardman, ,500,9,-0.756147,0.4098,304,0,60,0,4,65,70,8,1,25,0,0,39,2.118403,2.24784,3.4,1, ,67.884374,-159.924241,< 3 m, , , ,Garmin Map76S,7/11/05 0:00, , , , , , , , , , , , ,3,2,3,3,230,3,24,6,2,6,43,29,13,1,1174,1,1,114,142,140,66,45,45
320,SE-4a, ,1,3,NOAT-E,Lplot,Dwarf shrub,SE-block,Emily A Holt,Amanda Hardman, ,645,2,-0.68,0.004399,70,0,65,0,25,20,80,30,10,20,10,0,40,2.139198,2.244444,3.47,1, ,68.017718,-159.847947,< 3 m, , , ,Garmin Map76S,7/13/05 0:00, , , , , , , , , , , , ,1,2,3,3,230,3,24,6,1,5,68,17,5,3,1172,0,1,153,176,148,81,63,55
321,SE-4b, ,1,3,NOAT-E,Lplot,Dwarf shrub,SE-block,Emily A Holt,Amanda Hardman, ,469,6,-0.817088,0.926602,344,0,50,0,10,40,8,7,10,4,3,0,15,1.706667,1.854545,3.9,0, ,67.777938,-157.50003,< 3 m, , , ,Garmin Map76S,7/1/05 0:00, , , , , , , , , , , , ,4,5,3,3,230,8,126,6,1,5,68,17,5,3,1176,1,2,141,150,113,68,61,65
322,SE-4c, ,1,3,NOAT-E,Lplot,Dwarf shrub,SE-block,Emily A Holt,Amanda Hardman, ,371,0,-0.676,0.237339,0,0,50,40,0.1,60,40,2,1,20,0,0,23,1.872685,1.959596,4.615,1, ,67.824862,-158.361586,< 3 m, , , ,Garmin Map76S,7/1/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,1,97,6,2,2,80,17,5,3,1175,1,2,137,164,138,74,58,51
323,SE-5a, ,1,3,NOAT-E,Lplot,Talus lichen,SE-block,Emily A Holt,Amanda Hardman, ,846,21,-1.010254,0.994996,42,0,50,0.1,5,20,55,8,20,2,45,0,28,2.011667,1.986806,3.42,1, ,67.710935,-159.200454,< 3 m, , , ,Garmin Map76S,7/11/05 0:00, , , , , , , , , , , , ,3,2,3,3,230,3,110,6,1,5,67,17,5,3,1167,1,1,141,129,100,81,56,65
324,SE-5b, ,1,3,NOAT-E,Lplot,Talus lichen,SE-block,Emily A Holt,Amanda Hardman, ,794,30,-1.316366,0.97883,29,0,40,0.1,10,5,40,25,10,5,30,0,23,2.127778,2.113889,3.42,1, ,67.757779,-156.700753,< 3 m, , , ,Garmin Map76S,6/29/05 0:00, , , , , , , , , , , , ,3,5,3,3,230,1,42,6,1,21,29,29,8,1,1174,1,1,90,88,64,50,38,48
325,SE-5c, ,1,3,NOAT-E,Lplot,Talus lichen,SE-block,Emily A Holt,Amanda Hardman, ,723,21,-1.219985,0.418519,348,0,30,0,2,3,1,15,1,0.1,80,0,17,2.361905,2.297101,5.43,0, ,67.730483,-157.123581,< 3 m, , , ,Garmin Map76S,7/12/05 0:00, , , , , , , , , , , , ,3,5,3,3,230,3,110,6,1,21,59,31,8,2,1176,1,3,177,130,64,87,68,80
326,SE-5d, ,1,3,NOAT-E,Lplot,Talus lichen,SE-block,Emily A Holt,Amanda Hardman, ,949,21,-0.313406,0.200758,220,0,25,0,1,0.1,0.1,10,2,0.1,90,0,20,2.067196,2.119274,4.393333,0, ,67.764384,-157.07136,< 3 m, , , ,Garmin Map76S,7/12/05 0:00, , , , , , , , , , , , ,4,5,3,3,230,3,110,6,2,1,8,31,8,2,1176,1,1,255,255,130,186,165,163
327,SE-6a, ,1,3,NOAT-E,Lplot,Herbaceous community,SE-block,Emily A Holt,Amanda Hardman, ,353,0,-0.676,0.237339,0,0,20,15,50,20,25,2,5,30,0,0,17,1.917222,1.898457,3.393333,1, ,67.973666,-157.712213,< 3 m, , , ,Garmin Map76S,6/30/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,8,78,6,2,1,62,31,8,2,1174,1,2,161,180,121,78,69,71
328,SE-6b, ,1,3,NOAT-E,Lplot,Herbaceous community,SE-block,Emily A Holt,Amanda Hardman, ,365,4,-0.769189,0.874029,16,0,45,3,10,35,15,25,10,35,0.1,0,15,2.088889,1.927273,3.73,0, ,67.942084,-157.540238,< 3 m, , , ,Garmin Map76S,6/30/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,8,78,6,2,1,62,31,8,2,1174,1,4,150,159,120,86,63,71
329,SE-6c, ,1,3,NOAT-E,Lplot,Herbaceous community,SE-block,Emily A Holt,Amanda Hardman, ,353,2,-0.673105,0.506638,78,0,30,18,45,20,25,1,10,35,0,0.1,17,2.186667,2.139583,3.386667,1, ,67.965155,-157.688431,< 3 m, , , ,Garmin Map76S,7/2/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,8,78,6,2,18,9,20,7,3,1174,1,2,165,175,118,79,72,66
330,SE-6d, ,1,3,NOAT-E,Lplot,Herbaceous community,SE-block,Emily A Holt,Amanda Hardman, ,364,1,-0.657409,0.998044,180,0,30,20,1,60,60,2,0.1,25,0,0,23,1.934193,2.09127,4.55,1, ,67.786857,-158.407673,< 3 m, , , ,Garmin Map76S,7/1/05 0:00, , , , , , , , , , , , ,5,5,3,3,230,1,97,6,2,1,62,31,8,2,1175,1,2,153,173,146,84,69,56
331,SE-7a, ,1,3,NOAT-E,Lplot,Sparse Vegetation,SE-block,Emily A Holt,Amanda Hardman, ,584,24,-0.396223,0.003305,114,0,25,0,0.1,0.1,1,2,20,0.1,85,0,16,2.004167,2.109524,3.2,0, ,67.747096,-159.265696,< 3 m, , , ,Garmin Map76S,7/11/05 0:00, , , , , , , , , , , , ,2,2,3,3,230,1,110,6,2,1,62,31,8,2,1191,1,1,255,255,115,170,156,152
332,Summit L,Summit Lake,0,4,GAAR,survey, , ,Linda Hasselbach,Peter Neitlich, ,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,68.07592,-150.46364,<15m, , , ,Garmin GPS 48,8/1/96 0:00, , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,212,206,120,96,82,85
333,SV1,SV-1,1,3,NOAT-E,Lplot,Sparse Vegetation,SW-block,Emily A Holt,Amanda Hardman, ,616,9,-0.503634,0.546388,169,0,45,2,15,20,6,3,3,2,15,0.1,14,1.64,1.76,3.08,0, ,67.580193,-161.430918,< 3 m, , , ,Garmin Map76S,6/27/05 0:00, , , , , , , , , , , , ,4,3,3,3,230,3,110,6,2,1,8,31,8,2,1176,1,3,228,190,146,120,98,96
334,SV2,SV-2,1,3,NOAT-E,Lplot,Sparse Vegetation,NW-block,Emily A Holt,Amanda Hardman, ,1018,6,-0.69087,0.000489,290,0,0,0,0.1,0,4,5,10,0,88,0,25,1.938194,1.99798,4.44,0, ,68.319303,-160.689347,< 3 m, , , ,Garmin Map76S,6/26/05 0:00, , , , , , , , , , , , ,2,3,3,3,230,3,110,6,2,1,8,31,8,2,905,0,5,167,123,58,95,86,84
335,SVA1, ,1,5,KOVA,Lplot,Sparse Vegetation Acidic, ,Shanti Berryman,Sean Patrick, ,973.056,28,-0.2648,0.992188,130,0,5,0,0.1,0.1,4,30,0.1,0.1,95,0,56,1.90064,1.919725,5.412274,1,"This plot is more like a """"talus"""" because rocks are so big.",67.698979,-159.409169,0.1 – 0.7 m,2.2,1.2,Postprocessed Carrier Fl,GeoXH 2005,6/25/07 0:00,11:02:41am,New,Lichen_P,RCRXHR062511A.cor,10,10,KOVA_CAKR_07,973.056,0.6,0.5,0,5,3,6,3,3,230,3,110,6,2,1,8,31,8,2,1191,1,1,255,191,72,115,101,106
336,SVA3, ,1,5,KOVA,Lplot,Sparse Vegetation Acidic, ,Shanti Berryman,Sean Patrick, ,886.153,24,-0.260723,0.010323,196,0,2,0,0.1,1,1,35,0.1,0.1,90,0,44,2.114382,2.09423,5.561081,0, ,67.478465,-157.933116,0.1 – 0.7 m,2.5,1.1,Postprocessed Carrier Fl,GeoXH 2005,6/5/07 0:00,04:00:16pm,New,Lichen_P,RCRXHR060514A.cor,8,8,KOVA_CAKR_07,886.153,0.6,0.3,0,3,4,6,3,3,230,3,126,6,2,20,42,29,13,1,1175,1,3,255,217,83,121,105,108
337,SVA4, ,1,5,KOVA,Lplot,Sparse Vegetation Carbonate, ,Peter Neitlich,Shanti Berryman, ,722.018,43,-0.222697,0.515488,122,0,10,0,0.1,10,0.1,15,2,0.1,62,0,12,2.258333,2.27037,3.698599,0,"Very steep slope - few lichens. Was not """"acidic"""" as mapped - but we did the plot anyway to represent stratum SVC instead. Calcareous - 6N fizz.",67.474329,-158.151941,0.1 – 0.7 m,2.9,1.2,Postprocessed Carrier Fl,GeoXH 2005,6/6/07 0:00,11:45:01am,New,Lichen_P,RCRXHR060611A.cor,11,11,KOVA_CAKR_07,722.018,0.6,0.4,0,18,4,6,3,3,230,3,110,6,2,18,81,24,11,2,1175,1,2,255,255,166,221,199,172
338,SVC1, ,1,5,KOVA,Lplot,Sparse Vegetation Carbonate, ,Shanti Berryman,Sean Patrick, ,780.327,10,-0.551218,0.849615,250,0,10,0,0.1,0,0.1,0.1,0.1,0.1,90,0,9,1.883333,1.963636,4.884203,0,No organic soil present; only collected mineral soil. Very low lichen diversity and very sparse veg - only in small clumps of dryas. Mountain sheep (6) were right near the plot,67.738154,-159.596036,0.1 – 0.7 m,2.6,1.5,Postprocessed Carrier Fl,GeoXH 2005,6/24/07 0:00,03:58:46pm,New,Lichen_P,RCRXHR062410A.cor,10,10,KOVA_CAKR_07,780.327,0.4,0.3,0,10,5,6,3,3,230,3,110,6,2,1,62,31,8,2,1176,1,1,255,167,87,145,129,131
339,SVC2, ,1,5,KOVA,Lplot,Sparse Vegetation Carbonate, ,Shanti Berryman,Sean Patrick, ,483.22,26,-0.340348,0.012189,240,0,20,0.1,1,5,0.1,1,2,0.1,83,0,13,2.306667,2.241667,1.255023,0,Had to move plot from original location because there was nowhere to land helicopter near random point - too steep of a mountain. The location of this plot is in a slightly more vegetated area from the original point because the slope is not as steep. Mo,67.598304,-159.513522,0.1 – 0.7 m,2.2,1,Postprocessed Carrier Fl,GeoXH 2005,6/23/07 0:00,02:13:16pm,New,Lichen_P,RCRXHR062314A.cor,8,8,KOVA_CAKR_07,483.22,0.4,0.3,0,20,4,6,3,3,230,3,110,6,2,1,62,31,8,2,1176,1,3,255,255,116,159,136,139
340,SVC4, ,1,5,KOVA,Lplot,Sparse Vegetation Carbonate, ,Shanti Berryman,Sean Patrick, ,764.492,0,-0.676,0.237339,0,0,10,0,0.1,0.1,3,0.1,0.1,0.1,90,0,38,2.167222,2.086343,4.732069,1,Mountain sheep scat was very common. This plot fell on top of a mountain ridge so the plot sloped in all directions from the top outcrop of rocks - therefore measurements of aspect and slope were not totally relevant. General slope was very steep at 25-4,67.688599,-160.147935,0.1 – 0.7 m,2.6,1.3,Postprocessed Carrier Fl,GeoXH 2005,6/26/07 0:00,01:34:16pm,New,Lichen_P,RCRXHR062610A.cor,10,10,KOVA_CAKR_07,764.492,0.5,0.3,0,10,5,6,3,3,230,3,110,6,2,20,40,31,8,2,1174,1,2,173,127,80,104,94,93
341,SW-1a, ,1,3,NOAT-E,Lplot,Conifer forest,SW-block,Emily A Holt,Amanda Hardman, ,156,1.5,-0.655649,0.849615,250,0,50,25,3,60,70,1,0.1,50,0,3,24,1.75058,1.811571,4.233333,1, ,67.890442,-161.960319,< 3 m, , , ,Garmin Map76S,7/7/05 0:00, , , , , , , , , , , , ,5,3,2,8,241,1,126,6,2,20,42,29,13,1,310,0,3,116,147,155,69,45,36
342,SW-1b, ,1,3,NOAT-E,Lplot,Conifer forest,SW-block,Emily A Holt,Amanda Hardman, ,230,4.5,-0.608757,0.735813,244,40,45,30,55,15,70,2,0.1,40,0,0,38,1.803535,1.805848,5.446667,1, ,67.252663,-162.267023,< 3 m, , , ,Garmin Map76S,7/16/05 0:00, , , , , , , , , , , , ,4,3,2,8,241,6,24,6,2,20,42,29,13,1,1176,1,4,66,85,110,44,24,30
343,SW-1c, ,1,3,NOAT-E,Lplot,Conifer forest,SW-block,Emily A Holt,Amanda Hardman, ,155,5.5,-0.581138,0.111657,126,35,60,40,20,50,55,3,1,45,0,0,34,1.838889,1.867284,4.6175,1, ,67.24417,-162.412753,< 3 m, , , ,Garmin Map76S,7/16/05 0:00, , , , , , , , , , , , ,3,3,2,8,241,6,83,6,2,18,81,24,11,2,1176,1,4,120,140,143,66,36,43
344,SW-1d, ,1,3,NOAT-E,Lplot,Conifer forest,SW-block,Emily A Holt,Amanda Hardman, ,234,6,-0.732533,0.984726,306,0,45,26,0.1,60,65,0.1,2,40,0,0.1,25,1.66358,1.718254,4.1475,1, ,67.890981,-161.904015,< 3 m, , , ,Garmin Map76S,7/7/05 0:00, , , , , , , , , , , , ,4,3,2,8,241,1,24,6,2,18,41,20,6,3,310,0,4,112,145,141,68,47,42
345,SW-2a, ,1,3,NOAT-E,Lplot,Alder-willow,SW-block,Emily A Holt,Amanda Hardman, ,60,3,-0.68236,0.000489,290,3,50,85,40,35,10,3,0.1,45,0,0,21,1.847222,1.947917,3.52,1, ,67.050102,-162.07375,< 3 m, , , ,Garmin Map76S,7/8/05 0:00, , , , , , , , , , , , ,4,3,3,5,245,1,128,6,2,18,81,24,11,2,1167,1,3,89,123,155,52,30,35
346,SW-3a, ,1,3,NOAT-E,Lplot,Low birch/Ericaceous,SW-block,Emily A Holt,Amanda Hardman, ,59,2,-0.704718,0.888333,319,0,35,3,5,70,30,1,0.1,40,0,0.1,15,1.749295,1.877664,3.731667,0, ,67.427663,-162.496555,< 3 m, , , ,Garmin Map76S,7/5/05 0:00, , , , , , , , , , , , ,5,3,2,8,241,1,82,6,2,18,81,24,11,2,905,0,2,135,168,156,81,60,57
347,SW-4a, ,1,3,NOAT-E,Lplot,Dwarf shrub,SW-block,Emily A Holt,Amanda Hardman, ,492,7,-0.539252,0.962574,142,0,85,1.5,15,5,70,20,5,4,0.1,0,36,2.121005,2.152103,3.1375,0, ,67.699882,-160.999353,< 3 m, , , ,Garmin Map76S,7/5/05 0:00, , , , , , , , , , , , ,2,2,3,3,230,1,24,6,2,1,53,29,12,1,1174,1,3,145,192,195,87,58,40
348,SW-4b, ,1,3,NOAT-E,Lplot,Dwarf shrub,SW-block,Emily A Holt,Amanda Hardman, ,226,4,-0.594121,0.743581,200,0.1,45,0,2,60,45,2,0.1,40,0,0,34,2.095331,2.167998,5.313333,1, ,67.530396,-162.309779,< 3 m, , , ,Garmin Map76S,7/5/05 0:00, , , , , , , , , , , , ,4,3,3,3,230,3,24,6,2,1,53,29,12,1,310,0,1,138,172,170,82,57,54
349,SW-5a, ,1,3,NOAT-E,Lplot,Talus lichen,SW-block,Emily A Holt,Amanda Hardman, ,561,7,-0.71246,0.026561,296,0,20,0,1,1,2,8,10,0.1,65,0,19,1.941667,1.947059,2.94,0, ,67.524816,-161.576543,< 3 m, , , ,Garmin Map76S,6/27/05 0:00, , , , , , , , , , , , ,1,3,3,3,230,3,110,6,2,1,1,29,13,1,1176,1,2,255,184,109,185,153,148
350,SW-5b, ,1,3,NOAT-E,Lplot,Talus lichen,SW-block,Emily A Holt,Amanda Hardman, ,513,28,-1.137645,0.974844,318,0,10,3,1,1,4,3,3,1,75,0,50,2.169482,2.146472,4.4325,0, ,67.724015,-161.766339,< 3 m, , , ,Garmin Map76S,6/27/05 0:00, , , , , , , , , , , , ,3,3,3,3,230,1,24,6,2,6,58,8,13,2,1174,1,3,125,93,41,50,42,50
351,SW-5c, ,1,3,NOAT-E,Lplot,Talus lichen,SW-block,Emily A Holt,Amanda Hardman, ,736,16,-0.405499,0.252564,178,0,15,0,2,0.1,1.5,1,5,0.1,75,0,11,2.444444,2.466667,2.245,1, ,67.566217,-161.430623,< 3 m, , , ,Garmin Map76S,6/27/05 0:00, , , , , , , , , , , , ,2,3,3,3,230,3,110,6,2,1,11,16,13,2,1176,1,3,255,212,122,210,192,179
352,SW-5d, ,1,3,NOAT-E,Lplot,Talus lichen,SW-block,Emily A Holt,Amanda Hardman, ,973,32,-1.593172,0.299994,358,0,1,0,20,3,10,5,2,0.1,60,0,44,2.127778,2.230635,2.945,0, ,67.784305,-161.021276,< 3 m, , , ,Garmin Map76S,6/28/05 0:00, , , , , , , , , , , , ,2,2,3,3,230,1,24,6,2,1,11,16,13,2,1174,1,3,153,106,45,67,54,61
353,SW-6a, ,1,3,NOAT-E,Lplot,Herbaceous community,SW-block,Emily A Holt,Amanda Hardman, ,425,16,-0.884438,0.999687,312,0,40,0,10,25,2,5,4,5,45,0,28,2.252047,2.193734,4.018333,0, ,67.802695,-161.80489,< 3 m, , , ,Garmin Map76S,6/28/05 0:00, , , , , , , , , , , , ,3,3,3,3,230,1,24,6,2,2,4,14,13,2,1176,1,3,166,147,92,83,63,70
354,SW-6b, ,1,3,NOAT-E,Lplot,Herbaceous community,SW-block,Emily A Holt,Amanda Hardman, ,65,0,-0.676,0.237339,0,0,45,5,20,50,15,1.5,2,40,0.1,5,18,1.915961,1.980814,3.61,1, ,67.672976,-162.376155,< 3 m, , , ,Garmin Map76S,7/3/05 0:00, , , , , , , , , , , , ,5,3,2,8,241,3,24,6,2,2,4,14,13,2,310,0,2,165,173,108,81,70,68
355,SW-6c, ,1,3,NOAT-E,Lplot,Herbaceous community,SW-block,Emily A Holt,Amanda Hardman, ,394,4,-0.63632,0.488937,100,0,8,0.1,45,25,2,2.5,25,10,1,0,24,2.374242,2.268841,4.073333,0, ,67.602121,-160.808214,< 3 m, , , ,Garmin Map76S,7/5/05 0:00, , , , , , , , , , , , ,4,2,3,3,230,1,110,6,2,2,4,14,13,2,1176,1,4,183,184,121,86,77,65
356,SW-6d, ,1,3,NOAT-E,Lplot,Herbaceous community,SW-block,Emily A Holt,Amanda Hardman, ,360,4,-0.593747,0.855887,206,0,25,0.1,2,50,1.5,0.1,30,25,2,0,13,1.706667,1.918519,2.95,0, ,67.743614,-160.726142,< 3 m, , , ,Garmin Map76S,7/5/05 0:00, , , , , , , , , , , , ,4,2,3,3,230,1,24,6,2,2,4,14,13,2,1174,1,3,183,179,119,98,73,74
357,SW-6e, ,1,3,NOAT-E,Lplot,Herbaceous community,SW-block,Emily A Holt,Amanda Hardman, ,14,0,-0.676,0.237339,0,0,30,0,5,90,25,0.1,5,50,0,1.75,6,1.883333,1.906667,3.15,0, ,67.331553,-162.607823,< 3 m, , , ,Garmin Map76S,7/8/05 0:00, , , , , , , , , , , , ,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,162,157,104,74,66,64
358,SW-7a, ,1,3,NOAT-E,Lplot,Sparse Vegetation,SW-block,Emily A Holt,Amanda Hardman, ,943,21,-0.764662,0.004399,70,0,2,0,35,1,3,2,0.1,0.1,60,0,46,2.056085,2.150057,4.63,1, ,67.775024,-161.313769,< 3 m, , , ,Garmin Map76S,6/28/05 0:00, , , , , , , , , , , , ,3,3,3,3,230,3,24,7,2,1,53,29,12,1,1174,1,3,246,159,76,104,87,96
359,T1N10,T1N-10,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,10m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,245,1,-0.700568,0.982479,350,0,85,0,0.1,15,10,0.1,4,50,0,0.1,2,0,0,4.656688,1,Only a few Thamnolia for heights.  Dwarf shrub stunted and sick looking.  Roadside dirt and dust.,67.609404,-163.935284,0.4 – 1.1m,5.6,3.3,Postprocessed Code,GeoXT,6/23/06 0:00,08:13:06am,New,LichenPl,XT062308A.cor,7,7,06CAKRVEG_v6,229.276,1.2,0.9,0.592455, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,228,186,136,170,139,147
360,T1N100,T1N-100,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,100m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,239,2,-0.720971,0.559605,342,0,70,0,1,20,45,0.1,0,5,0,2,22,0,0,4.122632,1,Couldn't get all heights.,67.609876,-163.936945,0.4 – 1.1m,2.7,1.3,Postprocessed Code,GeoXT,6/23/06 0:00,09:50:21am,New,LichenPl,XT062308A.cor,5,5,06CAKRVEG_v6,226.461,0.8,0.5,0.238694, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,154,129,84,62,58
361,T1N1000,T1N-1000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,1000m-north,Anaka Mines,Shanti Berryman, ,207,1,-0.657392,0.969003,230,0,60,0,5,75,80,1,0,10,0,5,20,0,0,4.173333,1,Couldn't get all heights not enough lichens.  Predominantly Peltigera epiphytes at this site.  Lots of rain.,67.614043,-163.956004,0.4 – 1.1m,4,1.5,Postprocessed Code,GeoXT,6/28/06 0:00,11:08:16am,New,LichenPl,XT062808A.cor,5,5,06CAKRVEG_v6,185.53,1.1,0.5,0.220775, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,158,173,141,75,66,54
362,T1N1000A,T1N-1000auto,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,1000m-north,Anaka Mines,Shanti Berryman, ,207,1,-0.657392,0.969003,230,0,40,0,0.1,70,40,1,0,20,0,1,24,0,0,3.713333,1,Could not get all heights on lichens.  Lots of rain.  Healthy moss.,67.614194,-163.95611,0.4 – 1.1m,2.2,1,Postprocessed Code,GeoXT,6/28/06 0:00,11:12:21am,New,LichenPl,XT062808A.cor,5,5,06CAKRVEG_v6,188.322,0.8,0.5,0.259755, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,171,151,80,59,60
363,T1N2000,T1N-2000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,2000m-north,Anaka Mines,Shanti Berryman,Linda Geiser,232,3,-0.619859,0.215125,132,0,50,0,2,50,45,2,0,10,0,0,46,0,0,3.508923,1,Moss looks good.,67.617357,-163.990582,0.4 – 1.1m,2.8,1.4,Postprocessed Code,GeoXT,7/6/06 0:00,11:30:21am,New,LichenPl,XT070608A.cor,5,5,06CAKRVEG_v6,233.433,0.7,0.5,0.387759, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,146,172,150,81,64,54
364,T1N300,T1N-300,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,300m-north,Anaka Mines,Shanti Berryman, ,265,1,-0.65862,0.901897,236,0,40,0,1,60,20,20,0,15,0,0,33,0,0,6.155133,0,"Moss good, no sphagnum relatively less moss then other tussock.  NO HYL SPL-after a long search.  Couldn't get all heights.  Lots of rain.  A few measurements were a little hard to read.",67.615281,-163.931757,0.4 – 1.1m,2.5,1.4,Postprocessed Code,GeoXT,6/28/06 0:00,08:12:06am,New,LichenPl,XT062808A.cor,7,7,06CAKRVEG_v6,248.908,0.7,0.5,0.26276, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,162,171,131,75,59,65
365,T1N4000,T1N-4000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,4000m-north,Anaka Mines,Shanti Berryman,Linda Geiser,280,8,-0.742893,0.037432,303,0,30,0,0.1,55,40,3,0,3,0,0,25,0,0,5.518608,1,"Sphagnum was significant about 30%.  Whole are Sphag dominated, picked the best area.  Not much Hyl Spl, had to move plot about 100m parallel to road.  Most of the Hyl Spl on one hummock.  Had to move plot a little closer to road due to very low cover of",67.634936,-164.012603,0.4 – 1.1m,2.8,1.2,Postprocessed Code,GeoXT,7/6/06 0:00,08:31:11am,New,LichenPl,XT070608A.cor,7,7,06CAKRVEG_v6,283.762,1.4,0.6,0.334232, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,170,147,81,71,57
366,T1N50,T1N-50,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,50m-north,Anaka Mines,Shanti Berryman,Peter Neitlich,245,1,-0.702368,0.299994,358,0,35,0,0.1,60,50,0.1,0.1,25,0,0.1,5,0,0,4.589149,1,No Stygia or Laevigata.  Some road dirt.  Moss still looking sick.  Dust not marked but I assume Yes with some road dirt as a comment.,67.609519,-163.936282,0.4 – 1.1m,4.8,1.5,Postprocessed Code,GeoXT,6/23/06 0:00,09:07:51am,New,LichenPl,XT062308A.cor,5,5,06CAKRVEG_v6,225.859,1.5,0.5,0.227779, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,154,126,79,66,69
367,T2N10,T2N-10,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,10m-north,Linda Geiser, , ,532,3,-0.690209,0.005648,64,0,70,5,1,50,60,0.1,0.1,3,0,1,2,0,0,1.425517,1,"Very dusty.  Moss looks mostly dead.  Lichens found: 1 single cladonia, nearly completely dead & unrecognizable Peltigera, something that might be a lichen or a single lobe of a leafy liverwort, and about 30 Thamnolia.",67.753618,-163.614507,0.4 – 1.1m,3.9,1.8,Postprocessed Code,GeoXT,7/4/06 0:00,05:59:56pm,New,LichenPl,XT070311A.cor,5,5,06CAKRVEG_v6,515.689,1.2,0.6,0.415438, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,154,160,130,87,70,66
368,T2N100,T2N-100,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,100m-north,Linda Geiser,Shanti Berryman, ,540,2,-0.711622,0.046277,32,0,35,0,5,60,50,0.1,1,5,0,0.1,8,0,0,2.942598,1,Moss looks good.  Peltigera looks bad!,67.751444,-163.614011,0.4 – 1.1m,2.7,1.2,Postprocessed Code,GeoXT,7/8/06 0:00,10:19:31am,New,LichenPl,XT070808A.cor,5,5,06CAKRVEG_v6,539.862,0.8,0.5,0.31266, ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,133,158,133,83,55,62
369,T2N1000,T2N-1000,0,2,CAKR06,Splot,Upland Moist Dwarf Birch-Tussock Shrub,1000m-north,Anaka Mines,Shanti Berryman,Linda Geiser,596,2,-0.634737,0.862049,162,0,35,0,4,55,40,2,1,10,0,0,45,0,0,4.94846,1,Moss looks good.  Nice moss.,67.751655,-163.637817,0.4 – 1.1m,2.2,1.2,Postprocessed Code,GeoXT,7/8/06 0:00,09:06:46am,New,LichenPl,XT070808A.cor,5,5,06CAKRVEG_v6,629.614,0.7,0.5,0.312502, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,146,179,164,86,65,56
